,id,rid,uid,gid,context,stimuli,response,created_at,published,tid,detailedness,novelty,usefulness,context_features,response_features,stimuli_features,combined_features,context_cluster,response_cluster,stimuli_cluster,stimuli_triples,response_triples,context_triples
286,568,10,258,88,"I am not moving, and in bed. ",I lie down to go to sleep. ,The lights should dim until they finally turn off. ,2016-08-15 17:40:56,1,568,4.5,3.0,3.75,"[-0.01113475 -0.44957498 -0.7253433  ... -0.15306176  0.05800943
 -0.52115476]","[-0.80716133  0.50633115  0.63892037 ...  1.0516303  -0.76329845
  0.68587947]","[-0.15593311  0.06481457 -1.036004   ...  0.21467742  0.7176847
  0.8501451 ]","[-0.9742292   0.12157074 -1.122427   ...  1.113246    0.01239568
  1.0148698 ]",17,11,0,[],[],[]
287,571,9,258,88,"It is night and dark, there is movement outside. ",Someone is trying to open a window from outside. ,The spot lights on that side of the house should turn on to scare away the intruder. ,2016-08-15 17:46:21,1,571,4.5,3.5,4.5,"[-0.31429157  0.5369058   0.7119317  ...  0.36044592  0.18808308
  0.02363798]","[-0.01057949  0.1749763  -0.27496797 ... -0.02794253 -0.29353064
  0.39376467]","[ 0.24400385  0.2989598  -0.82277477 ...  0.15098989 -1.4444567
 -0.20852184]","[-0.08086721  1.010842   -0.38581103 ...  0.48349327 -1.5499043
  0.20888081]",8,2,11,[],[],[]
288,572,7,256,88,There is no longer any movement or noise.,I leave for work in the morning.,The lights automatically fade off.,2016-08-15 17:47:33,1,572,4.5,1.5,4.0,"[-1.2440346  -1.3350488   0.04942856 ... -0.7488314   0.00521378
  1.0646911 ]","[-0.80614847  0.41776323  0.39808053 ...  1.2163128  -0.08195015
  0.6733805 ]","[-0.28252223 -1.4715283  -0.43264064 ... -0.39377823 -0.67828166
 -0.79867417]","[-2.3327053  -2.388814    0.01486844 ...  0.07370317 -0.755018
  0.9393974 ]",18,11,2,[],[],[]
289,573,7,252,87,We are not moving but we are talking in normal voices. The TV and radio are off and we are not looking at our phones.,My husband and I sit on the couch talking for half an hour. ,The light should detect our voices and should NOT turn off until we are silent.,2016-08-15 17:48:13,1,573,0.0,3.0,4.0,"[-0.49343774 -0.82758963  0.19775487 ...  0.2541663  -1.2033029
  0.14419524]","[-0.22029209 -0.03947598 -0.32546428 ...  0.34953782 -1.1852986
  0.20993131]","[ 0.6884383   0.25694153 -0.02103473 ...  0.27840608 -1.3905083
  0.6841984 ]","[-0.02529153 -0.61012405 -0.14874414 ...  0.88211024 -3.7791095
  1.038325  ]",18,22,14,[],[],[]
290,576,7,256,88,There is movement for a few minutes and then no movement for a while.,I walk into the house and then walk out.,The lights turn on and then turn off.,2016-08-15 17:52:00,1,576,3.5,3.0,3.25,"[-0.67267317 -1.3213171   0.5458356  ... -0.31509286 -0.7918387
  1.4842992 ]","[-0.4177859   0.3887162   0.54537755 ...  0.9144257  -0.7565729
  0.16974872]","[ 0.6103748  -1.0197681  -0.42086455 ...  0.46002248  0.2929738
  0.47454825]","[-0.48008427 -1.952369    0.67034864 ...  1.0593553  -1.2554379
  2.128596  ]",3,0,2,[],[],[]
291,578,7,259,89,"I am motionless, however the TV is bright and is showing movement on the screen as I watch it.",I'm watching TV in the evening and relaxing on the couch,"The lights should not fade as I'm in the room and the TV is being used, even though I'm mostly motionless.",2016-08-15 17:54:23,1,578,4.5,3.5,3.5,"[ 0.25683126 -0.07591548 -0.29243636 ... -0.16589527 -0.39156857
 -0.46027017]","[ 1.2855805  -0.84085315 -0.8649882  ...  0.509601   -0.89168537
 -0.9745317 ]","[ 0.5475356   0.78516704 -0.95987135 ...  0.28535283 -1.1145554
 -0.53900176]","[ 2.0899472  -0.13160157 -2.1172957  ...  0.62905854 -2.3978093
 -1.9738036 ]",21,10,5,[],[],[]
292,581,8,259,89,"It's dark because it was an evening movie, I need to get inside.","I'm just arriving home from a movie and entering the house through my garage. When the door is opened, it triggeres a sensor that lights up the kitchen.","As I step through the door from the garage to the kitchen, the lights come on so I can make my way through the house turning things on at night.",2016-08-15 17:58:07,1,581,4.5,4.5,3.5,"[-0.09185264  0.8521069   0.3031884  ... -0.24967411 -0.1552968
  0.8492281 ]","[ 0.2567152  -0.23837286 -0.599265   ...  0.65651906 -1.4017589
 -1.2502121 ]","[ 1.1652497  -0.51611876 -0.7382066  ...  0.7542247  -0.8079885
 -0.30531323]",[ 1.3301122  0.0976153 -1.0342832 ...  1.1610696 -2.365044  -0.7062972],13,15,2,[],[],[]
293,582,9,259,89,"It's late at night, the lights are all off on the back patio.",Someone is snooping around the back door of my home,"Motion detection turns on the back light implying to the prowler that they've been seen, so they run away.",2016-08-15 17:59:25,1,582,3.5,1.5,4.0,"[-0.5097589   0.32298663 -0.24720186 ...  0.9184539  -1.0065012
 -0.6564941 ]","[ 0.13476151 -0.61560893  0.29213697 ...  0.2474152   1.9552695
  0.89521796]","[ 0.7965578  -0.1748902  -0.5380805  ... -0.28757867 -1.0729285
  0.94041044]","[ 0.4215604  -0.4675125  -0.4931454  ...  0.8782904  -0.12416017
  1.1791344 ]",13,16,12,"[['Someone', 'snooping', 'door']]",[],[]
294,583,9,232,85,"Conditions: 1.It is dark 2, Motion is within a set distance for home (distance set by owner during setup) 3. Motion is noted BOTH above and below a set height above ground level  (height set by owner during setup) to eliminate small animals and dogs, cats, and wind moving branches or bushes.",Motion is detected outside the home.,System turns on outside lights in the area movement is detected. Lights should remain on for some time after movement stops. ,2016-08-15 17:59:59,1,583,0.0,4.5,4.0,"[-0.8056156  -0.68845314 -0.76780117 ...  0.73457533 -0.7905513
  0.25410628]","[ 0.6033125  -0.6006742  -0.1916863  ...  0.9571542  -0.09160673
 -0.2215224 ]","[-0.5749524  -0.62536514  0.32444978 ...  0.25590324 -0.49218667
 -0.17242649]","[-0.77725554 -1.9144924  -0.63503766 ...  1.9476328  -1.3743447
 -0.13984261]",0,10,7,[],[],[]
295,584,9,259,89,These creatures like to dig up and eat plants from the area where I keep my garden.,"There are lots of small, hungry creatures that live in or around my backyard where I have lots of flowers planted.",The nighttime motion detection triggers lights that scare off the squirrels or rabbits as they get close to the vegetation near my backyard garden.,2016-08-15 18:00:39,1,584,4.0,5.0,4.5,"[-0.2081655   1.0585505  -0.91653955 ...  1.4445922  -0.73208314
 -0.19243968]","[-0.34334826 -0.8141795  -0.16207004 ...  0.10821636  0.12297787
 -0.21444862]",[ 0.2896109  0.2359095 -1.1141399 ...  1.0485588 -1.0301738  0.3069534],"[-0.26190287  0.48028046 -2.1927495  ...  2.6013675  -1.639279
 -0.09993489]",24,16,19,[],[],[]
296,586,10,259,89,The TV is preparing to play me theatrical content and I'm watching from the nearby couch.,The TV is turned on and/or the Netflix application on my Smart TV is launched.,The lights are dimmed like a movie theater to allow just enough light for me to see my surroundings while not detracting form the image on the screen during the movie.,2016-08-15 18:04:10,1,586,0.0,2.5,4.0,"[ 1.6930786   0.71186507 -0.18797684 ...  0.29436985 -0.8862648
 -0.60082954]","[-0.38005555  0.7752759  -0.36363274 ... -0.07621057 -0.77494156
  0.8797797 ]","[ 0.6597892  -0.63038623  0.10245605 ...  0.8720965  -1.9515679
 -0.09847947]","[ 1.9728123   0.8567547  -0.44915354 ...  1.0902557  -3.6127744
  0.1804707 ]",21,5,23,[],[],[]
297,588,10,259,89,"At this hour, I'm likely to be asleep soon.  The light hue should change to accommodate a cool down period for my eyes before I actually close them to go to sleep.","I'm in the bedroom and it's late in the evening, motion detectors notice that I'm heading toward or sitting on or lying on the bed.","Lights are dimmed and switched to a low, warm red hue that is easier on the eyes and less straining before I lie down to go to sleep.  These few minutes on this light color will allow me to relax and better attain deep sleep when I'm ready.",2016-08-15 18:08:18,1,588,5.0,4.5,4.0,"[-0.41451308  0.5353813  -0.5090034  ...  0.60026884 -0.67831236
  0.61349106]","[-0.30278674  0.7417972  -1.0270047  ...  0.77364045 -0.8121893
  0.21209413]","[ 0.00737552  0.5651513  -0.79693    ...  0.49473232  0.16636603
 -0.5292444 ]","[-0.70992434  1.8423297  -2.3329382  ...  1.8686416  -1.3241355
  0.29634076]",22,18,6,[],[],[]
298,590,7,254,89,No one was inside a room for last few minutes,There is no one there in my son's bedroom for last few minutes,The lights should be turned off.,2016-08-15 18:17:58,1,590,0.0,1.5,4.0,"[-0.2002574  -0.69037145 -0.4355502  ...  0.2584767  -1.2291927
  0.68161863]","[-0.26837933 -0.02043956  0.5834439  ...  0.95745784 -0.26794302
  0.1301474 ]","[-0.31308958 -0.75659597 -0.55594367 ... -0.0544863  -1.4687854
  1.043298  ]",[-0.7817263 -1.4674069 -0.40805   ...  1.1614482 -2.965921   1.8550642],17,14,10,"[['There', 'is', 'one']]",[],"[['one', 'was', 'room']]"
299,591,8,254,89,The room lights are in switched off mode and a person entered the room,My little daughter entered a dark room in our home,The lights should be turned on immediately,2016-08-15 18:23:24,1,591,0.0,2.0,4.0,"[ 0.8694235  -0.58631366 -0.08298378 ...  0.69138587 -1.2584189
 -0.13759017]","[-0.16254875 -0.04523768  0.29766142 ...  0.5382893  -1.5355875
 -0.05919741]","[ 0.6435235   0.25059545 -0.52688766 ...  0.09756171 -0.460529
  1.0420423 ]","[ 1.3503983  -0.38095587 -0.31221002 ...  1.3272369  -3.2545354
  0.84525466]",9,20,4,"[['little daughter', 'entered', 'room']]","[['lights', 'turned', '']]","[['room', 'switched', '']]"
300,594,10,254,89,The activity is specified and brightness should be adjusted,My little daughter is watching her favorite cartoon show on the TV,Dim the light to a minimum level to enhance the TV watching ,2016-08-15 18:33:35,1,594,3.5,2.5,4.0,"[ 0.25176337 -0.33620292 -0.15182748 ...  0.2708944  -2.5740035
  0.01741167]","[-0.13189447  0.00286442 -0.12881033 ...  0.9883513  -0.75441056
  0.14118585]","[ 0.27002478  0.64853555  0.21382073 ... -0.10292917 -0.2925826
  0.49760914]","[ 0.38989365  0.31519705 -0.06681709 ...  1.1563165  -3.6209965
  0.6562066 ]",2,5,14,"[['little daughter', 'watching', 'TV']]","[['light', 'watching', '']]","[['activity', 'specified', '']]"
301,595,7,254,89,There is no movement or noise inside the room,My spouse is sleeping in our bedroom,The lights should be turned off,2016-08-15 18:38:11,1,595,3.5,2.0,3.5,"[-0.68214643 -1.1631941  -0.35909176 ... -0.5605688  -0.64792687
  0.08345554]","[-0.363529    0.0328129   0.6171377  ...  0.93595284 -0.36433905
  0.02043509]","[-0.50072056 -0.31166345 -1.2598054  ...  0.81904954  0.6397178
  0.2518567 ]","[-1.546396   -1.4420446  -1.0017595  ...  1.1944336  -0.3725481
  0.35574734]",18,14,0,"[['spouse', 'sleeping', '']]","[['lights', 'turned', '']]","[['There', 'is', 'movement']]"
302,597,9,254,89,There is movement outside and it's day time,I went outside the home for feeding my dog and it was not dark outside,Lights should not be turned on.,2016-08-15 18:44:57,1,597,5.0,2.5,3.75,"[-0.5785697  -0.4652569   0.78580743 ...  0.5284882  -1.1767924
 -0.64823204]","[-0.04869853 -0.3486154  -0.39742503 ... -0.20840631  0.4255334
 -0.08802271]","[-0.35374132  0.34420082 -1.3908348  ...  0.05425065 -0.03386323
 -0.8555293 ]","[-0.9810096  -0.4696715  -1.0024524  ...  0.37433255 -0.78512216
 -1.591784  ]",19,7,11,"[['I', 'feeding', '']]",[],"[['There', 'is', 'movement']]"
303,598,10,254,89,An activity that required very bright lighting and it;s night time,My son is son is doing his homework and the brightness is the best for this situation,The brightness should be increased to a suitable level.,2016-08-15 18:47:44,1,598,4.5,3.5,5.0,"[-0.2492457   1.0262669  -0.2730607  ...  0.8657312  -0.5399053
 -0.26542857]","[-0.2962767   0.365616   -0.14454792 ...  0.6400848  -1.5666437
  0.21744253]","[ 0.72939223 -0.18368493 -0.5816881  ... -0.64701194 -1.8774936
  0.17091453]","[ 0.18386984  1.208198   -0.9992968  ...  0.85880405 -3.9840426
  0.12292849]",13,13,8,"[['son', 'doing', '']]",[],"[['activity', 'required', 'lighting']]"
304,605,9,265,90,It's dark outside.,Movement outside. ,Outdoor lights are turned on. ,2016-08-15 19:17:50,1,605,0.0,1.5,3.0,"[-0.20734593  0.8262402  -0.05822579 ...  0.21636946 -0.12241553
  0.09035445]","[-0.44115457 -0.03330433  0.02959368 ...  0.7434045  -1.1126919
 -1.1596444 ]","[ 0.21187177 -0.28150988  1.0203485  ...  0.6247149   0.45075935
 -0.56304187]","[-0.43662873  0.511426    0.9917164  ...  1.5844889  -0.7843481
 -1.6323318 ]",13,19,7,[],[],[]
305,610,10,256,88,There is movement and activity in the kitchen.,I am cooking in the kitchen.,The lights should brighten and take on a natural light color.,2016-08-15 21:23:42,1,610,0.0,1.5,4.5,"[ 0.91934603 -1.2719352   0.30042002 ... -0.20066465 -0.839541
 -0.3755432 ]","[-0.34563845  1.0151765   0.0575075  ...  0.32365596 -1.5312811
 -0.3663615 ]",[ 0.8440129 -0.7264993 -0.8681965 ... -1.4610013 -1.4006563 -0.6912029],[ 1.4177206 -0.983258  -0.5102689 ... -1.33801   -3.7714787 -1.4331076],23,13,20,[],[],[]
306,611,8,256,88,"There is movement inside the house. The house is dark, I can't see well, and I could bump into things",I come home from a late night out.,The lights should turn on.,2016-08-15 21:26:20,1,611,4.0,2.0,4.0,"[ 0.03263797  0.21203327 -0.12913162 ...  0.36386207 -0.1113032
  1.0165912 ]","[ 0.06370655 -0.25312006  0.13744487 ...  0.57544565 -1.0896968
 -0.36059436]","[ 0.35241935  0.43813333 -1.2610883  ...  1.030368    0.19908422
  0.37681827]","[ 0.44876388  0.39704657 -1.2527751  ...  1.9696757  -1.0019157
  1.0328151 ]",9,20,18,[],[],[]
307,612,7,270,91,When i walk into a room the light senors detect my movement and automatically turns on the lights.,Automatic lights system.,"When i leave  a room the light sensors do not detect any movement, so hey turn off.",2016-08-15 21:42:36,1,612,3.5,1.5,2.5,"[ 0.41744483  0.327835   -0.20994924 ...  0.9221662  -0.8902042
 -0.10508847]","[-0.13262047 -0.3907691  -0.07594531 ...  1.3191972  -0.02757087
  0.3099755 ]","[-0.7154216   0.7162227  -0.2410897  ...  0.09979182 -0.02470149
 -0.38380727]","[-0.43059725  0.6532886  -0.5269843  ...  2.341155   -0.9424765
 -0.17892024]",14,0,6,[],[],[]
308,614,7,269,91,My dog has an authorized collar.,My dog enters and exits the room due to playing.,The room lights turn on to a certain brightness and certain cameras turn on.,2016-08-15 21:55:58,1,614,4.0,3.5,3.0,"[-0.37350878 -1.1433518  -0.58986276 ...  0.3715319   0.43369755
 -0.72511184]","[ 0.1094054   0.08682974 -0.17368236 ...  0.7310265  -0.5909877
 -1.1163359 ]","[ 0.32746765 -1.0760953  -0.21544972 ...  0.42308986  0.44928393
  0.3272993 ]","[ 0.06336427 -2.1326175  -0.97899485 ...  1.5256482   0.2919938
 -1.5141485 ]",7,20,13,[],[],[]
309,615,7,269,91,The sensor detects that no one is in the room.,Another light seems to turn on in the room.,The lights turn on to a certain brightness.,2016-08-15 21:58:59,1,615,2.0,1.0,1.0,"[-0.20923123 -2.0072353  -0.7338686  ...  0.7576571   0.45711195
  0.3505568 ]","[ 0.12424009  0.02668031 -0.08206762 ...  0.58095044 -1.2071105
 -0.5738105 ]","[ 0.8815167   0.6587171  -0.13729425 ...  0.45026675 -0.65769964
 -0.43148288]","[ 0.79652554 -1.3218378  -0.95323044 ...  1.7888744  -1.4076982
 -0.65473664]",0,20,6,[],[],[]
310,616,9,269,91,The animal is not wearing an authorized collar,An animal is prowling around the perimeter; the animal sometimes comes in and out of the perimeter of the house,The lights turn on and stay on for a certain amount of time; there may be an alert that goes on inside the house warning something is outside,2016-08-15 22:03:04,1,616,0.0,3.5,3.0,"[ 0.6381701   0.20231505  0.8060657  ... -0.19414942  1.5885398
 -0.8061167 ]","[ 0.23312707 -0.93642586 -0.61887777 ...  0.39630306 -0.4719359
 -0.16506463]","[ 0.33826587 -0.33537436 -0.849901   ... -0.5262808  -0.298641
  0.35466716]",[ 1.2095631 -1.0694852 -0.6627131 ... -0.3241272  0.817963  -0.6165142],1,2,12,[],[],"[['animal', 'wearing', 'collar']]"
311,620,8,54,39,"I can't find my child and am frantic.It is nighttime, I walk from room A into Room B",I'm walking around room A looking for my child. Night has fallen and it is dark.,"The lights should be on in room B if my child walked into the room, giving me a clue to where the child is and added safety for the child and me. I find the child.",2016-08-16 00:24:17,1,620,5.0,5.0,5.0,"[-0.47547212  0.03536537  0.41019413 ... -0.08991904  0.00314911
  1.2901455 ]","[ 0.29887262  0.10268541 -0.20092629 ...  0.14639753 -0.85758126
  1.2589434 ]","[-0.97223365  0.28327033 -0.7325887  ... -0.3466373   0.05344928
  1.0817754 ]","[-1.1488332   0.42132112 -0.52332085 ... -0.2901588  -0.8009829
  3.6308646 ]",24,21,17,[],[],[]
312,621,9,271,91,"The lights blink three times, then stays on.",I see my lights flash on outside.,This alert notifies me that an intruder bigger than a rodent is outside.,2016-08-16 00:33:18,1,621,0.0,4.0,2.5,"[-0.26346657 -0.12994526 -0.8202924  ...  0.66228205 -1.6812762
 -0.5230134 ]","[ 0.13306962 -0.5985975  -0.1422023  ... -0.4654633   0.07225878
  0.12360649]","[ 0.0855324   0.19188426  0.19085702 ...  0.74110687 -0.74433744
 -1.0337614 ]","[-0.04486455 -0.5366585  -0.77163774 ...  0.9379257  -2.353355
 -1.4331684 ]",16,16,6,[],[],[]
313,623,7,54,39,It is (NT) and everyone decides to go to bed. we leave room A ,"I am spending time in room A with my family, enjoying a lit Christmas tree.","Room A lights, including the Christmas tree, shut off.",2016-08-16 00:40:01,1,623,0.0,4.5,3.5,"[-0.45275217 -1.1910453  -0.7889701  ...  0.50667286  0.48750678
 -0.32322302]","[ 0.19435811 -0.5964193  -1.028494   ...  0.5385228   0.49056143
 -0.8612087 ]","[-0.38396922  0.19626994 -1.529412   ... -0.4314181  -0.58261377
 -0.9818136 ]","[-0.6423633  -1.5911946  -3.3468761  ...  0.6137775   0.39545444
 -2.1662455 ]",4,14,14,[],[],[]
314,625,8,271,91,It is my first time in my house in more than a few hours.,I walk into a dark room after work.,The lights switchs on to full brightness in each room that I enter. ,2016-08-16 00:50:30,1,625,0.0,3.0,3.0,"[ 1.0302036  -0.2442621  -0.97151744 ...  0.50105965 -1.5559051
  0.61173874]","[ 0.7005188  -0.3608203  -0.36946997 ...  0.3787476  -1.1726756
 -0.7681419 ]","[-0.00203988  0.02357387 -0.7393473  ...  0.41288957 -0.6058555
 -0.34742805]","[ 1.7286825  -0.5815085  -2.0803347  ...  1.2926968  -3.3344362
 -0.50383127]",9,15,17,[],[],[]
315,626,10,54,39,It is daytime but the drapes are drawn not letting a lot of light in,The person is sick and lying in bed,"The Smart lights are programmed to know when it is daytime, but when the drapes are drawn the lights stay off. The lights remain off.",2016-08-16 00:54:04,1,626,5.0,4.5,4.5,"[-1.0689567   0.27231377 -0.28741264 ...  0.42093486 -0.7899983
 -0.43104914]","[-1.0452838  -0.7243295  -0.67307466 ...  0.59754795 -1.2216381
 -0.79618657]","[ 0.01408768  0.37320966 -1.0268986  ...  0.17550573  1.4203099
 -0.20686345]","[-2.100153   -0.07880604 -1.987386   ...  1.1939886  -0.5913265
 -1.4340992 ]",22,12,0,"[['person', 'lying', 'bed']]",[],"[['It', 'is', 'daytime']]"
316,629,7,273,92,No motion detected in house and motion detected indicating leaving home. ,I leave the house.,Lights dim and turn off.,2016-08-16 01:49:14,1,629,0.0,1.5,2.5,"[-0.33651984 -1.3456419  -0.14477323 ... -0.15881126 -0.42779267
  0.61096436]","[-0.734752    0.4911542   0.09552283 ...  1.3177878  -0.62394243
  0.15785272]","[ 0.2160946  -1.3344414  -0.30774227 ... -0.02465524 -0.5605943
  0.07840754]","[-0.8551772  -2.188929   -0.35699266 ...  1.1343212  -1.6123295
  0.8472246 ]",0,14,13,[],[],[]
317,630,8,273,92,Motion detected heading to dark room or in dark room. ,I start walking to a room that is currently dark.,Lights in room turn on.,2016-08-16 01:50:22,1,630,4.5,1.5,5.0,"[-0.4737621   0.02213087  0.29209468 ...  0.06727712  0.2573767
 -0.46250337]","[ 0.34794456  0.01618148 -0.19302866 ...  0.59065044 -1.0362198
 -0.92629355]","[-0.07895407  0.28495032 -0.17429934 ...  0.20732142 -0.1893681
 -0.34006432]","[-0.20477158  0.3232627  -0.07523333 ...  0.865249   -0.96821123
 -1.7288613 ]",12,1,17,[],[],[]
318,631,9,273,92,Motion detected from objects outside.,Motion outside from objects larger then a small cat.,Turn on outdoor lights.,2016-08-16 01:51:49,1,631,3.5,2.5,2.5,"[-0.854362    0.02446551  0.71063346 ... -0.12530115 -0.0092844
  0.01319219]","[-0.02283202 -0.07154505  0.22624639 ...  0.5979301  -0.8445744
 -1.104665  ]","[-0.36545697 -0.24575542  0.27779534 ...  0.23292416 -0.5700094
 -0.05796015]","[-1.242651   -0.29283497  1.2146752  ...  0.70555305 -1.4238682
 -1.149433  ]",12,19,7,[],[],[]
319,636,10,273,92,Detect TV playing from sound and direct input.,I am watching TV.,Dim lights in room.,2016-08-16 02:23:55,1,636,3.0,1.5,4.0,"[ 0.96143246 -0.8408719   0.21595682 ... -0.43883595 -0.5841572
 -0.367318  ]","[-0.65082777  0.31984612 -0.44588354 ...  0.65072614 -0.10166104
 -0.44523066]","[ 1.2710346   0.14631064 -0.3612208  ...  0.31672636 -0.9160069
 -0.3142123 ]","[ 1.5816394  -0.37471512 -0.59114754 ...  0.52861655 -1.6018252
 -1.126761  ]",21,3,23,[],[],[]
320,639,10,280,92,Smart home high rate of activity.,I start exercising in the living room.,Brightness of lights increases so I can see what I'm doing better.,2016-08-16 03:04:07,1,639,0.0,4.0,1.5,"[ 0.7302543  -0.71719795 -0.1659167  ...  0.8963353  -0.30023128
  0.28708622]","[-0.08829862  1.0145425  -0.81125975 ...  0.59329474 -1.3357528
 -0.06108939]","[ 0.75901425 -0.5426283  -1.0395048  ... -0.2412376  -1.134199
 -0.04683434]","[ 1.40097    -0.24528372 -2.0166812  ...  1.2483925  -2.770183
  0.1791625 ]",0,13,2,[],[],[]
321,641,7,280,92,Smart home detects I'm reading and turning pages in book.,I'm laying on the couch reading.,Smart home doesn't dim lights.,2016-08-16 03:07:56,1,641,0.0,4.5,4.5,"[ 0.36106423 -0.5790993  -0.7732161  ...  1.1466628  -0.37330335
  0.04259255]","[ 0.71109295 -0.7316981  -0.7898906  ...  0.7465952  -0.9153035
 -0.8171251 ]","[ 0.09750827  0.5169808  -1.0247121  ... -0.2012405   0.416835
  0.52891046]","[ 1.1696655  -0.79381657 -2.5878189  ...  1.6920176  -0.8717719
 -0.2456221 ]",21,0,8,[],[],[]
322,642,10,280,92,Smart home detects that I want to relax.,I start listening to relaxing music.,Lights become dim and change colors to create a relaxing experience.,2016-08-16 03:14:39,1,642,0.0,3.0,4.5,"[-0.4937339  -0.6372782  -0.30774814 ...  0.78738457 -0.91174626
  0.5634516 ]","[-0.76388675  0.48498586  0.35978872 ...  0.61374867 -1.5456458
  0.2920706 ]","[-0.57620245  0.92529416 -0.15838541 ...  1.1999986  -0.7156249
  0.20267981]","[-1.8338232   0.7730018  -0.10634482 ...  2.601132   -3.173017
  1.058202  ]",0,18,11,[],[],[]
323,647,9,286,93,"It is late at night, and the dog isn't authorized.","A stray dog enter my property, trigger the smart home system.",The smart home turn on some light to scare off the dog.,2016-08-16 07:16:53,1,647,-1.0,3.0,3.0,"[-0.8545195   0.30379045  0.09025397 ...  0.04416035  0.5103065
  0.31360218]","[ 0.32065094 -0.26184896  0.09398027 ...  0.23351988  0.18274957
  0.23893856]","[ 0.44967708 -1.1385021  -0.53816146 ...  0.5028575  -0.856003
  0.3893027 ]","[-0.08419147 -1.0965606  -0.3539272  ...  0.7805377  -0.16294694
  0.94184345]",13,2,6,[],[],[]
324,648,8,286,93,I am authorized by the system. The action is less than five seconds.,"The room is dark. I enter the room, grab something I needed and then leave the room immediately.",The smart home should turn on the light for me and then turn it off after I leave.,2016-08-16 07:23:23,1,648,5.0,3.0,4.0,"[ 0.8895433  -0.5685656   0.0806137  ...  0.74278235 -0.64887786
  0.25010064]","[-0.34233415  0.2528754   0.02933894 ...  1.3424661  -0.7529607
 -0.04711648]","[ 0.03988504 -0.2793637  -0.4570529  ...  0.55573034  0.27555984
  0.45325342]","[ 0.5870942  -0.5950539  -0.34710026 ...  2.6409788  -1.1262786
  0.6562376 ]",19,0,17,[],[],[]
325,650,10,286,93,"Five people is in the room, in their seats and a movie mode has been pre-set in the smart home system. ",Everyone is in their seat and I turn on a movie in the living room.,The light in the room should dim to the pre-set level.,2016-08-16 07:30:12,1,650,0.0,2.0,4.0,[ 1.0879794 -0.4201836  0.4779025 ...  0.6828717 -1.2361091 -1.3813354],"[-0.92946255  0.27905625  0.01316876 ...  0.64477015 -1.4703966
 -0.1811988 ]","[ 0.22300822 -0.22603601 -0.40610328 ...  0.75188154 -1.4949268
 -0.3827322 ]","[ 0.38152516 -0.36716336  0.08496798 ...  2.0795233  -4.2014327
 -1.9452665 ]",21,3,14,[],[],[]
326,651,7,286,93,No one is at home so there is no movement in the house.,"There is no one in the house, but the alarm clock goes off and beeps for hours.",The light should dim despite the alarm clock keeps beeping.,2016-08-16 07:36:48,1,651,0.0,4.5,4.0,"[-0.9923484  -1.8205101  -0.40966016 ... -0.29099897 -0.94208544
  0.74124235]","[ 0.21169008 -0.13177475 -0.04697588 ...  0.7234475  -0.69395554
  0.04449202]","[ 0.7736662  -1.0884519  -0.93254656 ... -0.07894554 -1.7285084
 -1.0862001 ]","[-0.00699209 -3.0407367  -1.3891826  ...  0.353503   -3.3645492
 -0.30046573]",17,5,10,[],[],[]
327,652,8,286,93,My friend isn't authorized. ,My friend enters a dark room in my house.,The smart home should not response to my friend's movement.,2016-08-16 07:39:28,1,652,4.0,2.5,3.0,"[-0.290458   -0.16242464  0.16322121 ... -0.8709896  -0.41970646
 -0.04079295]","[-0.3441088  -0.8116105   0.08018337 ... -1.1285361  -0.47278267
  0.90379995]","[ 0.6433786   0.3289963  -0.5873475  ...  0.08595576 -0.7532306
  0.53855795]","[ 0.00881183 -0.64503884 -0.34394294 ... -1.9135699  -1.6457198
  1.401565  ]",1,4,4,[],[],[]
328,654,10,287,93,The slow movement is recognized as different than faster dancing,"People are slow dancing, and this type of motion is noticed by home",The lights dim or go to a preset unique level,2016-08-16 08:00:57,1,654,4.0,5.0,4.5,"[ 0.29439452  0.34733316 -0.02914315 ...  0.43947947 -0.29210457
  0.5535632 ]","[-0.8932679   0.2058233   0.03642159 ...  1.3410069  -1.9039092
 -0.3532872 ]","[ 0.26089332  0.16230758 -1.014158   ...  0.40779477 -1.19805
  0.6950698 ]","[-0.3379801   0.71546406 -1.0068796  ...  2.188281   -3.394064
  0.8953457 ]",3,3,10,[],"[['lights', 'dim', '']]","[['movement', 'recognized', 'dancing']]"
329,659,9,288,93,The guard dog is authorized.,The guard dog moves to a different position in front of the house.,The smart home should not turn on lights since the guard dog is authorized.,2016-08-16 10:23:46,1,659,0.0,3.0,2.5,"[-0.08510552 -0.9386834  -1.3929527  ...  0.20701802  0.7902976
  0.39836064]","[ 0.03879892 -1.2350615  -1.191362   ...  0.6798838   0.6645746
  0.15233243]","[ 1.15172    -0.8034417  -0.33421746 ... -0.25672227 -0.8118639
  1.4128666 ]","[ 1.1054134  -2.9771867  -2.9185321  ...  0.6301795   0.64300835
  1.9635596 ]",7,4,7,[],[],[]
